ObjectName,Scene,Parent,Level,Type,Layer,Active,Position,Rotation,Scale,InView,HasRenderer,HasCollider,Components
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/IncButton,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker,5,Empty,UI,False,"[35.500,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton|Animation
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/DecButton/Icon,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/DecButton,6,Empty,UI,False,"[3.500,-19.700,0.000]","[0.000,0.000,270.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/DecButton/BG,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/DecButton,6,Empty,UI,False,"[0.500,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker/DecButton,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker,5,Empty,UI,False,"[18.000,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton|Animation
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/ValuePicker,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes,4,Empty,UI,False,"[36.000,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|StepValuePicker|NamedIntListController
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes/Icon,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes,4,Empty,UI,False,"[-8.000,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes/Eyes,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Eyes,3,Empty,UI,False,"[-8.000,-16.200,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|LayoutElement
BeatAvatarEditorViewController(Clone)/EditPanel/Eyes,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel,2,Empty,UI,False,"[28.000,-19.700,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/ColorImage,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker,5,Empty,UI,False,"[19.000,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/IncButton/Icon,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/IncButton,6,Empty,UI,False,"[33.500,-12.500,0.000]","[0.000,0.000,90.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/IncButton/BG,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/IncButton,6,Empty,UI,False,"[36.500,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/IncButton,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker,5,Empty,UI,False,"[36.500,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton|Animation
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/DecButton/Icon,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/DecButton,6,Empty,UI,False,"[4.500,-12.500,0.000]","[0.000,0.000,270.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/DecButton/BG,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/DecButton,6,Empty,UI,False,"[1.500,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker/DecButton,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker,5,Empty,UI,False,"[19.000,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|SignalOnUIButtonClick|CanvasRenderer|Touchable|ButtonStaticAnimations|NoTransitionsButton|Animation
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/ValuePicker,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin,4,Empty,UI,False,"[37.000,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|ColorStepValuePicker
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin/Icon,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin,4,Empty,UI,False,"[-7.000,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|CanvasRenderer|ImageView
BeatAvatarEditorViewController(Clone)/EditPanel/Skin/Skin,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel/Skin,3,Empty,UI,False,"[-7.000,-9.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|LayoutElement|NamedColorListController
BeatAvatarEditorViewController(Clone)/EditPanel/Skin,PCInit,BeatAvatarEditorViewController(Clone)/EditPanel,2,Empty,UI,False,"[29.000,-12.500,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform
BeatAvatarEditorViewController(Clone)/EditPanel,PCInit,BeatAvatarEditorViewController(Clone),1,Empty,UI,False,"[-16.000,-9.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|VerticalLayoutGroup|ContentSizeFitter
BeatAvatarEditorViewController(Clone),PCInit,None,0,Empty,Default,False,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,RectTransform|BeatAvatarEditorViewController|CanvasGroup|Canvas|VRGraphicRaycaster
LeaderboardScoreUploader(Clone),PCInit,None,0,Empty,Default,True,"[0.836,1.831,0.127]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|LeaderboardScoreUploader
PlatformLeaderboardsModel(Clone),PCInit,None,0,Empty,Default,True,"[0.836,1.831,0.127]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|PlatformLeaderboardsModel
CampaignProgressModel(Clone),PCInit,None,0,Empty,Default,True,"[0.000,0.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|CampaignProgressModel
MultiplayerNodePoseSyncStateManager(Clone),PCInit,None,0,Empty,Default,True,"[0.000,1.000,0.000]","[0.000,0.000,0.000]","[1.000,1.000,1.000]",False,False,False,Transform|NodePoseSyncStateManager
